Job Title,Rating,Company Name,Size,Founded,Type of ownership,Sector,Position,lower_salary,higher_salary,city,state,state_full
Data Analyst - IntelliScript,3.8,Milliman,1001 to 5000 employees,1947,Company - Private,Business Services,2,60000,66000,Chicago,IL,Illinois
Data Analyst,3.7,BMO Financial Group,10000+ employees,1817,Company - Public,Finance,2,60000,66000,Chicago,IL,Illinois
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),3.2,BMO,10000+ employees,1882,Subsidiary or Business Segment,Finance,2,60000,66000,Chicago,IL,Illinois
"Research Scientist, Structural Biologist - CryoEM Data Analyst",3.3,Vertex Pharmaceuticals,1001 to 5000 employees,1989,Company - Public,Biotech & Pharmaceuticals,2,60000,124000,San Diego,CA,California
Systems Analyst - Data Integration and ETL process,3.4,Kelly,5001 to 10000 employees,1946,Company - Public,Business Services,2,60000,124000,San Diego,CA,California
Senior Consulting Data Analyst,4,Kaiser Permanente,10000+ employees,1945,Nonprofit Organization,Health Care,2,60000,124000,San Diego,CA,California
Senior Data Analyst,3.9,Illumina,5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,2,60000,124000,San Diego,CA,California
#105009 Research Data Analyst,4.3,UC San Diego,10000+ employees,1960,College / University,Education,2,60000,124000,San Diego,CA,California
Automotive eCommerce Data Analyst - Remote,4.2,Web Shop Manager,1 to 50 employees,2000,Company - Private,Information Technology,2,60000,124000,San Diego,CA,California
Sr. Data Analyst,4.6,Housecall Pro,51 to 200 employees,2013,Company - Private,Information Technology,2,60000,124000,San Diego,CA,California
Senior Technical Data Analyst,4.4,Intuit,5001 to 10000 employees,1983,Company - Public,Information Technology,2,60000,124000,San Diego,CA,California
Division Data and Financial Analyst,3.7,University of California - San Diego Medical Centers,10000+ employees,1966,Hospital,Health Care,2,60000,124000,San Diego,CA,California
Senior Business Data Analyst,4.4,Intuit,5001 to 10000 employees,1983,Company - Public,Information Technology,2,60000,124000,San Diego,CA,California
Data Analyst III (Healthcare Analytics),3.3,Centene Corporation,10000+ employees,1984,Company - Public,Insurance,2,60000,124000,San Diego,CA,California
Data Analyst - VerityStream,4.1,"Verity, A HealthStream Company",201 to 500 employees,1985,Subsidiary or Business Segment,Information Technology,2,60000,124000,San Diego,CA,California
Automotive eCommerce Data Analyst,4.2,Web Shop Manager,1 to 50 employees,2000,Company - Private,Information Technology,2,60000,124000,San Diego,CA,California
Division Data and Financial Analyst,4.3,UC San Diego,10000+ employees,1960,College / University,Education,2,60000,124000,San Diego,CA,California
Data Analyst Junior,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,60000,124000,San Diego,CA,California
Business Data Analyst III,3.5,Russell Tobin & Associates,51 to 200 employees,2010,Subsidiary or Business Segment,Business Services,2,60000,124000,San Diego,CA,California
C4I Data Analyst/Engineer,3.3,Perspecta,10000+ employees,2018,Company - Public,Aerospace & Defense,2,60000,124000,San Diego,CA,California
Molecular Researcher and Data Analyst,4.3,UC San Diego,10000+ employees,1960,College / University,Education,2,60000,124000,San Diego,CA,California
Health Data Analyst IV,2.5,MedImpact,1001 to 5000 employees,1989,Company - Private,Business Services,2,60000,124000,San Diego,CA,California
IT DATA ANALYST- Information Technology,3.3,Sycuan Casino,1001 to 5000 employees,1983,Company - Private,"Arts, Entertainment & Recreation",2,60000,124000,El Cajon,CA,California
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",4.1,California State University,10000+ employees,1962,College / University,Education,2,60000,124000,San Diego,CA,California
Systems Analyst - Data Integration,3.7,"Sunrise Systems, Inc.",501 to 1000 employees,1990,Company - Private,Information Technology,2,60000,124000,San Diego,CA,California
Molecular Researcher and Data Analyst,3.7,University of California - San Diego Medical Centers,10000+ employees,1966,Hospital,Health Care,2,60000,124000,San Diego,CA,California
Data Analyst - EDSS,4.2,World Wide Technology,5001 to 10000 employees,1990,Company - Private,Information Technology,2,60000,124000,San Diego,CA,California
Sr. Data Governance Analyst,4.9,The Carrera Agency,51 to 200 employees,2002,Company - Private,Business Services,2,60000,124000,San Diego,CA,California
Data Manager - Bioinformatics Analyst (Naval Health Center),3.5,General Dynamics Information Technology,10000+ employees,1996,Subsidiary or Business Segment,Information Technology,2,60000,124000,San Diego,CA,California
"Machine Learning Engineer Chicago, IL",2.7,STATS,501 to 1000 employees,1981,Company - Private,Media,3,60000,105000,Chicago,IL,Illinois
Provider Analytics Data Analyst,4.7,CRS Group,51 to 200 employees,1994,Company - Private,Business Services,3,60000,105000,Chicago,IL,Illinois
Data Engineer,3.6,Signature Consultants,1001 to 5000 employees,1997,Company - Private,Business Services,3,60000,105000,Chicago,IL,Illinois
"AI/ML , Data Engineer",3.1,"ePromptus,Inc",1 to 50 employees,2005,Company - Private,Information Technology,3,60000,105000,Chicago,IL,Illinois
Senior Digital Analytics Consultant,3.6,PK,1001 to 5000 employees,2004,Company - Private,Information Technology,3,60000,105000,Chicago,IL,Illinois
Bioinformatics Scientist,3.2,Tempus Labs,501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,3,60000,105000,Chicago,IL,Illinois
Junior Imaging Scientist,3.2,Tempus Labs,501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,3,60000,105000,Chicago,IL,Illinois
Senior Data Engineer,5,Centric Consulting,501 to 1000 employees,1999,Company - Private,Business Services,3,60000,105000,Chicago,IL,Illinois
Senior Google Analytics Manager,4.6,Marcel Media,1 to 50 employees,2003,Company - Private,Business Services,3,60000,105000,Chicago,IL,Illinois
"Medical Laboratory Scientist - Immunology/Special Chemistry, Full-time, Evenings",3.9,Northwestern Memorial Healthcare,5001 to 10000 employees,1965,Hospital,Health Care,3,60000,105000,Chicago,IL,Illinois
"Medical Laboratory Scientist - Hemostasis, Full-time, Days",3.9,Northwestern Memorial Healthcare,5001 to 10000 employees,1965,Hospital,Health Care,3,60000,105000,Chicago,IL,Illinois
"Medical Laboratory Scientist - Immunology Special Chemistry, Full-time, Evenings",3.9,Northwestern Memorial Healthcare,5001 to 10000 employees,1965,Hospital,Health Care,3,60000,105000,Chicago,IL,Illinois
Informatica Data Modeler,3.9,Avanciers,1 to 50 employees,2015,Company - Private,Information Technology,3,60000,105000,Chicago,IL,Illinois
Data Analyst (MPI),3.2,Metropolitan Family Services,201 to 500 employees,1857,Company - Private,Business Services,3,60000,105000,Chicago,IL,Illinois
Senior Manager- Data science/Operations research- Analytics & AI,3.6,Trianz,1001 to 5000 employees,2001,Company - Private,Information Technology,3,60000,105000,Chicago,IL,Illinois
Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),3.7,BMO Financial Group,10000+ employees,1817,Company - Public,Finance,3,60000,105000,Chicago,IL,Illinois
Data Production Analyst,4.2,NJF Global Holdings,51 to 200 employees,2003,Company - Private,Business Services,3,60000,105000,Chicago,IL,Illinois
Senior Data Analyst,3.6,Epiq Systems,5001 to 10000 employees,1988,Company - Private,Accounting & Legal,3,60000,105000,Chicago,IL,Illinois
Data Architect,3.2,Tempus Labs,501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,3,60000,105000,Chicago,IL,Illinois
Supervisory Research Health Scientist,3.4,"Veterans Affairs, Veterans Health Administration",10000+ employees,1930,Government,Government,3,60000,105000,Hines,IL,Illinois
"Sr. Data Analyst - Analytics, Marketing, CPG",4.9,Jobot,51 to 200 employees,2018,Company - Private,Business Services,3,60000,105000,Chicago,IL,Illinois
"Research Scientist, Structural Biologist - CryoEM Data Analyst",3.3,Vertex Pharmaceuticals,1001 to 5000 employees,1989,Company - Public,Biotech & Pharmaceuticals,3,60000,124000,San Diego,CA,California
Scientist,3.3,Synectics Inc.,201 to 500 employees,1984,Company - Private,Business Services,3,60000,124000,San Diego,CA,California
Data Analyst,3.9,Seer Interactive,51 to 200 employees,2002,Company - Private,Information Technology,3,60000,124000,San Diego,CA,California
Clinical Data Scientist,4.1,Pfizer,10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,3,60000,124000,La Jolla,CA,California
Senior Data Scientist,4.1,ResMed,5001 to 10000 employees,1989,Company - Public,Biotech & Pharmaceuticals,3,60000,124000,San Diego,CA,California
Data Analyst,4.2,Cue,51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,3,60000,124000,San Diego,CA,California
Data Scientist,3.3,ICW Group,501 to 1000 employees,1972,Company - Private,Insurance,3,60000,124000,San Diego,CA,California
Development Scientist I,3.1,Integrated Resources,201 to 500 employees,1996,Company - Private,Business Services,3,60000,124000,Chula Vista,CA,California
Associate Measurement Data Analyst EC,3.6,San Diego Gas & Electric,1001 to 5000 employees,1995,Subsidiary or Business Segment,"Oil, Gas, Energy & Utilities",3,60000,124000,San Diego,CA,California
Scientist,2.8,Abbott,5001 to 10000 employees,2001,Company - Public,Biotech & Pharmaceuticals,3,60000,124000,San Diego,CA,California
Scientist,3.6,Abbott Laboratories,10000+ employees,1888,Company - Public,Health Care,3,60000,124000,San Diego,CA,California
Research Data Analyst,4.3,UC San Diego,10000+ employees,1960,College / University,Education,3,60000,124000,San Diego,CA,California
Associate Scientist,-1,One,1 to 50 employees,2018,Company - Public,Business Services,3,60000,124000,San Diego,CA,California
Production Scientist,4.2,Cue,51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,3,60000,124000,San Diego,CA,California
Sr. Applied Scientist,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,60000,124000,San Diego,CA,California
Data Science Specialist,3.3,ICW Group,501 to 1000 employees,1972,Company - Private,Insurance,3,60000,124000,San Diego,CA,California
Scientist,4.3,"ASK Staffing, Inc.",201 to 500 employees,1995,Company - Private,Business Services,3,60000,124000,San Diego,CA,California
Scientist,3.7,General Atomics and Affiliated Companies,5001 to 10000 employees,1955,Company - Private,Aerospace & Defense,3,60000,124000,San Diego,CA,California
Marketing Return Analytics Manager,4.1,HP Inc.,10000+ employees,1939,Company - Public,Information Technology,3,60000,124000,San Diego,CA,California
Applied Scientist,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,60000,124000,San Diego,CA,California
Research Data Analyst,3.6,University of California - San Diego Medical Centers,10000+ employees,1966,Hospital,Health Care,3,60000,124000,San Diego,CA,California
Data Analyst,3.2,Encore Capital Group,5001 to 10000 employees,1953,Company - Public,Finance,3,60000,124000,San Diego,CA,California
"Principal Scientist, Analytical Chemistry",4.3,Neurocrine Biosciences,501 to 1000 employees,1992,Company - Public,Biotech & Pharmaceuticals,3,60000,124000,San Diego,CA,California
Research Scientist,4,The Scripps Research Institute,1001 to 5000 employees,1997,Nonprofit Organization,Business Services,3,60000,124000,La Jolla,CA,California
Sr. Energy Analyst (FTM),3.2,Stem,51 to 200 employees,2009,Company - Private,"Oil, Gas, Energy & Utilities",1,61000,79000,San Diego,CA,California
Lead Financial Analyst-Systems,3.5,Dexcom,1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,1,61000,79000,San Diego,CA,California
"Project Analyst, R&D",4.2,Genomatica,51 to 200 employees,2000,Company - Private,Biotech & Pharmaceuticals,1,61000,79000,San Diego,CA,California
NMCI Junior Technical Analyst,3.6,Redhorse Corporation,51 to 200 employees,2008,Company - Private,Information Technology,1,61000,79000,San Diego,CA,California
Senior Consultant- SAP Basis,3.8,EY,10000+ employees,1989,Company - Private,Accounting & Legal,1,61000,79000,San Diego,CA,California
Payroll analyst/Payroll Specialist,3.7,Infotree Service Inc,51 to 200 employees,2004,Company - Private,Business Services,1,61000,79000,San Diego,CA,California
Claims Quality Audit Analyst I,2.5,MedImpact,1001 to 5000 employees,1989,Company - Private,Business Services,1,61000,79000,San Diego,CA,California
Digital Marketing Analyst,3.4,Axos Bank,1001 to 5000 employees,2000,Company - Public,Finance,1,61000,79000,San Diego,CA,California
Testing and Validation Analyst,2.5,MedImpact,1001 to 5000 employees,1989,Company - Private,Business Services,1,61000,79000,San Diego,CA,California
Service Desk Analyst II,3.3,Abacus Technology,1001 to 5000 employees,1983,Company - Private,Information Technology,1,61000,79000,San Diego,CA,California
Senior Technology Consultant - Schwab Advisor Services,3.6,Charles Schwab,10000+ employees,1973,Company - Public,Finance,1,61000,79000,San Diego,CA,California
Knowledge Management Analyst,3.2,Unified Business Technologies,51 to 200 employees,1995,Company - Private,Information Technology,1,61000,79000,Coronado,CA,California
Lead Senior Budget Analyst,4.2,San Diego State University,1001 to 5000 employees,1897,College / University,Education,1,61000,79000,San Diego,CA,California
Marketing Insights Analyst,3.1,Jack In The Box,10000+ employees,1951,Company - Public,"Restaurants, Bars & Food Services",1,61000,79000,San Diego,CA,California
Data Analyst Junior,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,61000,79000,San Diego,CA,California
Business Analyst (0-2 yrs Expected),5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,61000,79000,San Diego,CA,California
Financial Analyst,4,Sharp HealthCare,10000+ employees,1946,Nonprofit Organization,Health Care,1,61000,79000,San Diego,CA,California
Defense Acquisition Logistics Analyst (multiple roles),3.7,SBG Techology Solutions,51 to 200 employees,2004,Company - Private,Information Technology,1,61000,79000,San Diego,CA,California
Sr. Workforce Planning Analyst,3.1,Magellan Health,10000+ employees,1969,Company - Public,Health Care,1,61000,79000,San Diego,CA,California
Project / Program Control Analyst,2.8,Cobham,5001 to 10000 employees,1889,Company - Public,Aerospace & Defense,1,61000,79000,San Diego,CA,California
Data Analytics Consultant,3.3,Blue Cross Blue Shield of Florida,10000+ employees,1944,Nonprofit Organization,Insurance,3,61000,94000,Jacksonville,FL,Florida
Data Scientist - Nationwide Opportunities,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,61000,94000,Jacksonville,FL,Florida
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,3.5,Internal Revenue Service,10000+ employees,1862,Government,Government,3,61000,94000,Jacksonville,FL,Florida
Data Analyst,3,CSI Tech Inc.,51 to 200 employees,1994,Company - Private,Business Services,3,61000,94000,Jacksonville,FL,Florida
Data Scientist III,4.1,Infomatics Corp,51 to 200 employees,2005,Company - Private,Business Services,3,61000,94000,Jacksonville,FL,Florida
Value Based Analytics - Data Analytics Consultant,3.3,Florida Blue,10000+ employees,1944,Nonprofit Organization,Insurance,3,61000,94000,Jacksonville,FL,Florida
